sep=,
"name","ranking","constituency","party","score","won","lost","image","gender","area_gss_code","area_id","area_mapit_name","country","life_exp_birth_male_years","life_exp_birth_male_rank","life_exp_birth_female_years","life_exp_birth_female_rank","life_exp_65_male_years","life_exp_65_male_rank","life_exp_65_female_years","life_exp_65_female_rank","match_type","matched_by"
"Menzies Campbell","585","North East Fife","Liberal Democrat","1405","2297","3981","http://sexymp.co.uk/mp/100.jpg","M","S14000049","14446","North East Fife","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Jim Shannon","586","Strangford","Democratic Unionist","1537","2024","4032","http://sexymp.co.uk/mp/530.jpg","M","N06000016","66139","Strangford","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Alistair Burt","587","North East Bedfordshire","Conservative","1453","2003","3660","http://sexymp.co.uk/mp/91.jpg","M","E14000841","65855","North East Bedfordshire","England","79.9","143","83.55","142.5","19.1","120","21.55","135.5","overlapped_by (calculated average)","E06000055,E06000056"
"Meg Munn","588","Sheffield, Heeley","Labour Co-operative","1303","21709","33483","http://sexymp.co.uk/mp/443.jpg","F","E14000923","65549","Sheffield, Heeley","England","78.7","231","82.4","253","18","247","20.5","263","covered_by","E08000019"
"Keith Simpson","589","Broadland","Conservative","1493","1894","3617","http://sexymp.co.uk/mp/541.jpg","M","E14000603","65852","Broadland","England","80.95","62.5","84.55","59","19.6","66.5","22.05","81.5","overlapped_by (calculated average)","E07000144,E07000147"
"Gordon Henderson","590","Sittingbourne and Sheppey","Conservative","1413","1922","3383","http://sexymp.co.uk/mp/278.jpg","M","E14000927","65610","Sittingbourne and Sheppey","England","79.3","193","82.7","226","18.4","217","20.8","243","covered_by","E07000113"
"Liam Byrne","591","Birmingham, Hodge Hill","Labour","1455","2153","3983","http://sexymp.co.uk/mp/94.jpg","M","E14000563","66072","Birmingham, Hodge Hill","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"David Heyes","592","Ashton-under-Lyne","Labour","1519","1963","3882","http://sexymp.co.uk/mp/284.jpg","M","E14000537","66056","Ashton-under-Lyne","England","76.69999999999999","330.5","80.85","328.5","17.05","333","19.450000000000003","331","overlapped_by (calculated average)","E08000004,E08000008"
"Tom Watson","593","West Bromwich East","Labour","1511","2140","4212","http://sexymp.co.uk/mp/611.jpg","M","E14001029","65983","West Bromwich East","England","76.8","330","81.3","318","17","332","20.3","293","covered_by","E08000028"
"Andrew Miller","594","Ellesmere Port and Neston","Labour","1484","2107","4045","http://sexymp.co.uk/mp/422.jpg","M","E14000688","65991","Ellesmere Port and Neston","England","79.2","200","82.8","215","18.6","198","20.8","240","covered_by","E06000050"
"Richard Bacon","595","South Norfolk","Conservative","1396","2011","3536","http://sexymp.co.uk/mp/19.jpg","M","E14000941","65666","South Norfolk","England","81.3","39","84.3","78","20.2","15","22.2","47","covered_by","E07000149"
"Conor Murphy","596","Newry and Armagh","Sinn Fein","1486","2024","3962","http://sexymp.co.uk/mp/445.jpg","M","N06000011","66134","Newry and Armagh","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Alan Whitehead","597","Southampton, Test","Labour","1476","1987","3864","http://sexymp.co.uk/mp/620.jpg","M","E14000956","65580","Southampton, Test","England","78.5","242","82.7","225","18.3","227","21","200","covered_by","E06000045"
"Mike Gapes","598","Ilford South","Labour Co-operative","1562","1924","4085","http://sexymp.co.uk/mp/216.jpg","M","E14000760","65585","Ilford South","England","80.3","107","84","97","19.2","113","21.7","109","covered_by","E09000026"
"John Robertson","599","Glasgow North West","Labour","1500","2064","4132","http://sexymp.co.uk/mp/510.jpg","M","S14000033","14429","Glasgow North West","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"George Young","600","North West Hampshire","Conservative","1448","1997","3783","http://sexymp.co.uk/mp/648.jpg","M","E14000857","65894","North West Hampshire","England","80.8","68","83.8","119","19.450000000000003","78","21.3","164.5","overlapped_by (calculated average)","E07000084,E07000093"
"Malcom Rifkind","601","Kensington","Conservative","1352","1971","3365","http://sexymp.co.uk/mp/504.jpg","M","E14000768","65939","Kensington","England","82.1","6","85.8","8","20.8","3","23.2","10","covered_by","E09000020"
"Bob Blackman","602","Harrow East","Conservative","1522","2577","5279","http://sexymp.co.uk/mp/52.jpg","M","E14000731","65650","Harrow East","England","82","8","85.6","10","20.9","1","23.4","4","covered_by","E09000015"
"Michael Fabricant","603","Lichfield","Conservative","1294","2092","3344","http://sexymp.co.uk/mp/195.jpg","M","E14000791","66046","Lichfield","England","79.2","196","82.9","211.5","18.4","216","20.85","227.5","overlapped_by (calculated average)","E07000193,E07000194"
"Stephem Hammond","604","Wimbledon","Conservative","1360","2004","3485","http://sexymp.co.uk/mp/258.jpg","M","E14001040","65827","Wimbledon","England","80.2","113","84.2","86","19.1","117","22","66","covered_by","E09000024"
"Julie Hilling","605","Bolton West","Labour","1350","20332","34847","http://sexymp.co.uk/mp/286.jpg","F","E14000580","65738","Bolton West","England","77.4","315","81.1","322","17.35","319.5","19.700000000000003","320","overlapped_by (calculated average)","E08000001,E08000010"
"Virendra Sharma","606","Ealing, Southall","Labour","1400","2124","3858","http://sexymp.co.uk/mp/533.jpg","M","E14000676","65794","Ealing, Southall","England","79.2","204","84.2","88","18.9","153","21.7","111","covered_by","E09000009"
"John Pugh","607","Southport","Liberal Democrat","1523","1909","3962","http://sexymp.co.uk/mp/490.jpg","M","E14000958","65728","Southport","England","77.5","306","82.8","220","17.8","277","21.2","178","covered_by","E08000014"
"Alan Beith","608","Berwick-upon-Tweed","Liberal Democrat","1496","1928","3909","http://sexymp.co.uk/mp/38.jpg","M","E14000554","65726","Berwick-upon-Tweed","England","78.8","224","82.5","246","18.4","210","20.5","262","covered_by","E06000048"
"Hywell Williams","609","Arfon","Plaid Cymru","1525","1934","4035","http://sexymp.co.uk/mp/626.jpg","M","W07000057","66108","Arfon","Wales","78.8","223","83.1","191","18.3","224","21.4","154","covered_by","W06000002"
"Bob Russell","610","Colchester","Liberal Democrat","1459","1946","3877","http://sexymp.co.uk/mp/522.jpg","M","E14000644","65926","Colchester","England","79.7","156","83.4","153","18.9","146","21.3","164","covered_by","E07000071"
"David Tredinnick","611","Bosworth","Conservative","1310","2053","3458","http://sexymp.co.uk/mp/588.jpg","M","E14000583","66071","Bosworth","England","80.2","115","84.5","60","18.6","189","22","62","covered_by","E07000132"
"Ian Swales","612","Redcar","Liberal Democrat","1324","2093","3632","http://sexymp.co.uk/mp/574.jpg","M","E14000891","66032","Redcar","England","77.5","288","81.1","310.5","17.45","285.5","19.65","308","overlapped_by (calculated average)","E06000002,E06000003"
"David Willetts","613","Havant","Conservative","1461","1838","3738","http://sexymp.co.uk/mp/625.jpg","M","E14000736","65699","Havant","England","79.6","170","83.4","152","19","133","21.7","112","covered_by","E07000090"
"Steve Webb","614","Thornbury and Yate","Liberal Democrat","1340","2127","3801","http://sexymp.co.uk/mp/614.jpg","M","E14000994","65905","Thornbury and Yate","England","81","52","84.6","48","19.6","60","21.8","93","covered_by","E06000025"
"Andrew Stunel","615","Hazel Grove","Liberal Democrat","1452","1922","3919","http://sexymp.co.uk/mp/571.jpg","M","E14000738","65557","Hazel Grove","England","79.8","154","83.1","189","19.1","131","21.3","162","covered_by","E08000007"
"Helen Goodman","616","Bishop Auckland","Labour","1283","20501","34663","http://sexymp.co.uk/mp/233.jpg","F","E14000569","65820","Bishop Auckland","England","77.9","280","81.5","306","17.7","289","19.9","318","covered_by","E06000047"
"Richard Ottaway","617","Croydon South","Conservative","1417","1855","3656","http://sexymp.co.uk/mp/467.jpg","M","E14000656","65923","Croydon South","England","79.2","197","83.2","183","18.5","203","21.2","172","covered_by","E09000008"
"Lindsay Roy","618","Glenrothes","Labour","1596","1836","4312","http://sexymp.co.uk/mp/517.jpg","M","S14000036","14432","Glenrothes","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Robert Smith","619","West Aberdeenshire and Kincardine","Liberal Democrat","1409","1932","3778","http://sexymp.co.uk/mp/553.jpg","M","S14000058","14455","West Aberdeenshire and Kincardine","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Shailesh Vara","620","North West Cambridgeshire","Conservative","1362","1900","3529","http://sexymp.co.uk/mp/599.jpg","M","E14000855","65565","North West Cambridgeshire","England","79.4","169","83.45","159.5","18.7","169.5","21.299999999999997","165","overlapped_by (calculated average)","E06000031,E07000011"
"Patrick Mercer","621","Newark","Conservative","1329","1986","3577","http://sexymp.co.uk/mp/417.jpg","M","E14000829","65696","Newark","England","79.6","164.66666666666666","83.06666666666668","190.33333333333334","18.466666666666665","200.66666666666666","21.066666666666666","194.66666666666666","overlapped_by (calculated average)","E07000171,E07000175,E07000176"
"Anne McGuire","622","Stirling","Labour","1302","20320","35619","http://sexymp.co.uk/mp/406.jpg","F","S14000057","14454","Stirling","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Annette Brooke","623","Mid Dorset and North Poole","Liberal Democrat","1472","18235","38497","http://sexymp.co.uk/mp/73.jpg","F","E14000815","66061","Mid Dorset and North Poole","England","81.30000000000001","62.333333333333336","85.73333333333333","31.666666666666668","20.233333333333334","26","23","34.666666666666664","overlapped_by (calculated average)","E06000029,E07000049,E07000051"
"Nick Harvey","624","North Devon","Liberal Democrat","1365","1947","3702","http://sexymp.co.uk/mp/269.jpg","M","E14000838","65658","North Devon","England","79.7","162","83.4","166","18.9","151","21.5","150","covered_by","E07000043"
"Anne Begg","625","Aberdeen South","Labour","1383","19359","37707","http://sexymp.co.uk/mp/37.jpg","F","S14000002","14399","Aberdeen South","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Gordon Birtwistle","626","Burnley","Liberal Democrat","1414","1907","3840","http://sexymp.co.uk/mp/51.jpg","M","E14000609","65846","Burnley","England","75.7","344","80.5","337","16.8","338","19.4","330","covered_by","E07000117"
"Oliver Letwin","627","West Dorset","Conservative","1391","1857","3658","http://sexymp.co.uk/mp/361.jpg","M","E14001031","65716","West Dorset","England","81","56","85","26","19.6","55","22.4","38","covered_by","E07000052"
"Norman Baker","628","Lewes","Liberal Democrat","1515","1811","4079","http://sexymp.co.uk/mp/23.jpg","M","E14000786","66020","Lewes","England","80.95","60","84.5","56.5","19.700000000000003","47.5","22.25","55.5","overlapped_by (calculated average)","E07000063,E07000065"
"John Healey","629","Wentworth and Dearne","Labour","1466","1951","4195","http://sexymp.co.uk/mp/274.jpg","M","E14001028","65588","Wentworth and Dearne","England","77.76666666666667","290","81.6","303.3333333333333","17.533333333333335","306.6666666666667","20.166666666666668","299.3333333333333","overlapped_by (calculated average)","E08000016,E08000017,E08000018"
"James Arbuthnot","630","North East Hampshire","Conservative","1431","1873","3901","http://sexymp.co.uk/mp/16.jpg","M","E14000844","65729","North East Hampshire","England","81.85","34","84.3","103.5","20.1","31","21.75","135.5","overlapped_by (calculated average)","E07000084,E07000089"
"Rosie Cooper","631","West Lancashire","Labour","1336","19487","36947","http://sexymp.co.uk/mp/124.jpg","F","E14001033","65873","West Lancashire","England","78.7","233","82.5","245","18","250","20.4","275","covered_by","E07000127"
"David Winnick","632","Walsall North","Labour","1443","1942","4204","http://sexymp.co.uk/mp/636.jpg","M","E14001011","65890","Walsall North","England","77.9","281","82.3","255","18.1","240","20.9","225","covered_by","E08000030"
"Pat Doherty","633","West Tyrone","Sinn Fein","1536","1800","4294","http://sexymp.co.uk/mp/160.jpg","M","N06000018","66141","West Tyrone","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Fiona MacTaggart","634","Slough","Labour","1322","19338","38106","http://sexymp.co.uk/mp/383.jpg","F","E14000930","65680","Slough","England","78.5","248","82.7","230","18","261","21.1","196","covered_by","E06000039"
"Julian Huppart","635","Cambridge","Liberal Democrat","1412","1832","3989","http://sexymp.co.uk/mp/309.jpg","M","E14000617","65927","Cambridge","England","79.9","141","84.5","50","19.1","124","22","67","covered_by","E07000008"
"Alan Reid","636","Argyll and Bute","Liberal Democrat","1405","1874","4061","http://sexymp.co.uk/mp/501.jpg","M","S14000005","14402","Argyll and Bute","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Margaret Beckett","637","Derby South","Labour","1309","19586","38371","http://sexymp.co.uk/mp/36.jpg","F","E14000663","65863","Derby South","England","78.6","238","82.8","219","18.3","222","21.3","170","covered_by","E06000015"
"Sandra Osborne","638","Ayr, Carrick and Cumnock","Labour","1304","19521","38211","http://sexymp.co.uk/mp/466.jpg","F","S14000006","14403","Ayr, Carrick and Cumnock","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Roger Williams","639","Brecon and Radnorshire","Liberal Democrat","1453","1787","4112","http://sexymp.co.uk/mp/628.jpg","M","W07000068","66088","Brecon and Radnorshire","Wales","78.7","224.5","82.3","231.5","18.3","217.5","20.55","219.5","overlapped_by (calculated average)","W06000023,W06000024"
"Alun Michael","640","Cardiff South and Penarth","Labour Co-operative","1433","1858","4239","http://sexymp.co.uk/mp/419.jpg","M","W07000080","66119","Cardiff South and Penarth","Wales","78.2","259","82.7","233","17.8","276","21","204","covered_by","W06000015"
"Don Foster","641","Bath","Liberal Democrat","1446","1729","4026","http://sexymp.co.uk/mp/206.jpg","M","E14000547","65798","Bath","England","80.6","84","84.4","65","19.4","91","21.9","89","covered_by","E06000022"
"Ronnie Campbell","642","Blyth Valley","Labour","1463","1819","4398","http://sexymp.co.uk/mp/101.jpg","M","E14000575","65753","Blyth Valley","England","78.8","224","82.5","246","18.4","210","20.5","262","covered_by","E06000048"
"Glanda Jackson","643","Hampstead and Kilburn","Labour","1270","19064","37519","http://sexymp.co.uk/mp/312.jpg","F","E14000727","65576","Hampstead and Kilburn","England","80.2","118","84.95","36.5","19.7","60.5","23.1","18.5","overlapped_by (calculated average)","E09000007,E09000005"
"Michael Connarty","644","Linlithgow and East Falkirk","Conservative","1338","1917","4098","http://sexymp.co.uk/mp/123.jpg","M","S14000043","14439","Linlithgow and East Falkirk","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Paul Burstow","645","Sutton and Cheam","Liberal Democrat","1257","1868","3682","http://sexymp.co.uk/mp/90.jpg","M","E14000984","66040","Sutton and Cheam","England","80.5","95","84","103","19.1","120","21.6","126","covered_by","E09000029"
"Angus Robertson","646","Moray","Scottish National Party","1366","1778","4104","http://sexymp.co.uk/mp/508.jpg","M","S14000046","14442","Moray","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Sheila Gilmore","647","Edinburgh East","Labour","1293","18054","39802","http://sexymp.co.uk/mp/226.jpg","F","S14000022","14419","Edinburgh East","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Steve McCabe","648","Birmingham, Selly Oak","Labour","1632","3221","15140","http://sexymp.co.uk/mp/392.jpg","M","E14000567","65804","Birmingham, Selly Oak","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
