sep=,
"name","ranking","constituency","party","score","won","lost","image","gender","area_gss_code","area_id","area_mapit_name","country","population_total","population_male","population_female","deaths_num_total","deaths_num_male","deaths_num_female","deaths_num_infant","deaths_num_neonatal","deaths_num_perinatal","deaths_rate_crude","deaths_rate_agestd_total","deaths_rate_agestd_male","deaths_rate_agestd_female","deaths_rate_infant","deaths_rate_neonatal","deaths_rate_perinatal","match_type","matched_by"
"Damian Collins","92","Folkestone and Hythe","Conservative","1419","3371","2409","http://sexymp.co.uk/mp/121.jpg","M","E14000704","65779","Folkestone and Hythe","England","1466500","717200","749200","13434","6437","6997","61","38","119","9.2","504.8","603.6","423.2","3.5","2.2","6.7","covered_by","E10000016"
"Matthew Offord","93","Hendon","Conservative","1383","3848","2576","http://sexymp.co.uk/mp/461.jpg","M","E14000741","65754","Hendon","England","357500","173400","184100","2305","1038","1267","19","13","33","6.4","437.8","502","385.1","3.5","2.4","6","covered_by","E09000003"
"Ben Gummer","94","Ipswich","Conservative","1432","3482","2545","http://sexymp.co.uk/mp/248.jpg","M","E14000761","65925","Ipswich","England","133700","66600","67100","1086","505","581","13","8","14","8.1","506.5","586.7","438.6","6.6","4","7","covered_by","E07000202"
"Damian hinds","95","East Hampshire","Conservative","1417","3229","2303","http://sexymp.co.uk/mp/287.jpg","M","E14000680","65569","East Hampshire","England","116000","56500","59500","1047","470","577","3","2","5","9","447.1","507.5","397.9","2.5","0","4.2","covered_by","E07000085"
"Gavin Williamson","96","South Staffordshire","Conservative","1392","3244","2217","http://sexymp.co.uk/mp/631.jpg","M","E14000945","65943","South Staffordshire","England","108300","53300","55000","1016","475","541","2","2","5","9.4","473.1","539.9","418.6","0","0","5.4","covered_by","E07000196"
"Karl McCartney","97","Lincoln","Conservative","1458","3138","2404","http://sexymp.co.uk/mp/396.jpg","M","E14000792","65704","Lincoln","England","714800","348300","366500","7512","3747","3765","26","15","42","10.5","531.4","631.4","447.5","3.3","1.9","5.3","covered_by","E10000019"
"David Morris","98","Morecambe and Lunesdale","Conservative","1383","3452","2325","http://sexymp.co.uk/mp/435.jpg","M","E14000825","65633","Morecambe and Lunesdale","England","137800","66600","71200","1433","694","739","7","5","12","10.4","592.7","720.5","480.2","4.4","3.2","7.6","covered_by","E07000121"
"Jesse Norman","99","Hereford and South Herefordshire","Conservative","1442","3699","2762","http://sexymp.co.uk/mp/457.jpg","M","E14000743","65582","Hereford and South Herefordshire","England","183600","90400","93300","1915","934","981","11","8","8","10.4","504.2","603","424.9","5.9","4.3","4.3","covered_by","E06000019"
"Steve Brine","100","Winchester","Conservative","1361","3702","2399","http://sexymp.co.uk/mp/71.jpg","M","E14001041","65921","Winchester","England","1322100","647500","674600","11397","5389","6008","50","30","81","8.6","454.5","524.8","396.7","3.3","2","5.3","covered_by","E10000014"
"Alan Johnson","101","Kingston upon Hull West and Hessle","Labour","1565","3156","2832","http://sexymp.co.uk/mp/320.jpg","M","E14000773","65984","Kingston upon Hull West and Hessle","England","5288200","2602000","2686200","48527","23466","25061","327","228","538","9.2","566.2","670","480.6","4.9","3.4","8.1","covered_by","E15000003"
"Russell Brown","102","Dumfries and Galloway","Labour","1552","3101","2733","http://sexymp.co.uk/mp/77.jpg","M","S14000013","14410","Dumfries and Galloway","Scotland","148100","71700","76400","1707","800","907","3","2","2","11.5","569.3","649.5","503.3","2.1","0","0","covered_by","S12000006"
"Nick Herbert","103","Arundel and South Downs","Conservative","1413","3323","2377","http://sexymp.co.uk/mp/282.jpg","M","E14000534","65784","Arundel and South Downs","England","808900","391700","417200","8388","3832","4556","35","23","63","10.4","473.4","551.6","411.2","3.8","2.5","6.8","covered_by","E10000032"
"Andrew Jones","104","Harrogate and Knaresborough","Conservative","1420","3184","2300","http://sexymp.co.uk/mp/324..jpg","M","E14000730","65578","Harrogate and Knaresborough","England","158700","77600","81100","1516","664","852","5","4","9","9.6","472.7","531.4","429.5","3","2.4","5.4","covered_by","E07000165"
"John McDonnell","105","Hayes and Harlington","Labour","1550","3254","2865","http://sexymp.co.uk/mp/401.jpg","M","E14000737","65912","Hayes and Harlington","England","275500","136800","138700","1780","866","914","13","8","30","6.5","481.9","556.5","418.9","3","1.8","6.8","covered_by","E09000017"
"John Penrose","106","Weston-super-Mare","Conservative","1457","3149","2419","http://sexymp.co.uk/mp/477.jpg","M","E14001038","65742","Weston-Super-Mare","England","203100","98700","104400","2214","1013","1201","12","9","12","10.9","512.8","595.8","442.5","5.1","3.9","5.1","covered_by","E06000024"
"Desmond Swayne","107","New Forest West","Conservative","1508","3110","2584","http://sexymp.co.uk/mp/575.jpg","M","E14000828","65815","New Forest West","England","176800","84900","91900","1998","928","1070","7","1","8","11.3","424.5","493.8","366","4.4","0","5","covered_by","E07000091"
"Ben Walker","108","Wyre and Preston North","Conservative","1463","3163","2450","http://sexymp.co.uk/mp/606.jpg","M","E14001057","65695","Wyre and Preston North","England","1171600","575400","596100","11676","5661","6015","74","48","116","10","579.4","683.7","490.2","5.4","3.5","8.4","covered_by","E10000017"
"David Burrowes","109","Enfield, Southgate","Conservative","1431","3291","2421","http://sexymp.co.uk/mp/89.jpg","M","E14000692","65567","Enfield, Southgate","England","313900","151500","162400","1846","921","925","21","10","41","5.9","455.5","568.5","370.2","4.3","2","8.3","covered_by","E09000010"
"Adam Holloway","110","Gravesham","Conservative","1403","3252","2295","http://sexymp.co.uk/mp/294.jpg","M","E14000715","65944","Gravesham","England","101800","50200","51600","832","407","425","4","4","15","8.2","521.2","622.1","427.7","2.9","2.9","10.7","covered_by","E07000109"
"Karl Turner","111","Kingston upon Hull East","Labour","1494","3552","2898","http://sexymp.co.uk/mp/592.jpg","M","E14000771","65709","Kingston upon Hull East","England","256100","128300","127800","2358","1189","1169","13","8","23","9.2","672","808.1","555.5","3.4","2.1","6","covered_by","E06000010"
"David Ruffley","112","Bury St Edmunds","Conservative","1356","3427","2223","http://sexymp.co.uk/mp/521.jpg","M","E14000613","66035","Bury St Edmunds","England","730100","360900","369200","6880","3337","3543","35","21","54","9.4","465.2","547.2","395.1","4.2","2.5","6.4","covered_by","E10000029"
"David Ruttley","113","Macclesfield","Conservative","1466","3200","2509","http://sexymp.co.uk/mp/523.jpg","M","E14000802","65896","Macclesfield","England","370700","181700","189000","3420","1576","1844","15","11","29","9.2","480.5","545.4","424.5","3.7","2.7","7.2","covered_by","E06000049"
"John Denham","114","Southampton, Itchen","Labour","1812","2632","3178","http://sexymp.co.uk/mp/153.jpg","M","E14000955","66016","Southampton, Itchen","England","235900","119200","116700","1750","843","907","14","6","29","7.4","551.9","657.9","458.1","3.9","1.7","8.1","covered_by","E06000045"
"Andrew Gwynne","115","Denton and Reddish","Labour","1550","3132","2783","http://sexymp.co.uk/mp/249.jpg","M","E14000661","65924","Denton and Reddish","England","251500","123100","128350","2352","1117","1235","18","10","24","9.4","584.65","680.05","499.29999999999995","5.55","3.0999999999999996","7.3999999999999995","overlapped_by (calculated average)","E08000007,E08000008"
"Angus MacNiel","116","Na h-Eileanan an Iar","Scottish National Party","1485","3413","2764","http://sexymp.co.uk/mp/381.jpg","M","S14000027","14444","Na h-Eileanan an Iar","Scotland","26100","12800","13300","365","169","196","3","3","3","14","701.2","807.6","633.3","12.8","12.8","12.8","covered_by","S12000013"
"Stephen Twigg","117","Liverpool, West Derby","Labour Co-operative","1511","3205","2694","http://sexymp.co.uk/mp/594.jpg","M","E14000796","65766","Liverpool, West Derby","England","465700","230400","235200","4232","2035","2197","25","19","41","9.1","674.9","787.3","573.2","4.3","3.2","6.9","covered_by","E08000012"
"Nick Boles","118","Grantham and Stamford","Conservative","1421","3346","2455","http://sexymp.co.uk/mp/60.jpg","M","E14000714","65683","Grantham and Stamford","England","134100","64800","69300","1266","619","647","2","2","5","9.4","481.7","574.1","410.2","0","0","3.3","covered_by","E07000141"
"Julian Brazier","119","Canterbury","Conservative","1513","3036","2568","http://sexymp.co.uk/mp/68.jpg","M","E14000619","65878","Canterbury","England","150600","72600","78000","1481","693","788","5","4","8","9.8","490.3","591.9","410.2","3.4","2.7","5.4","covered_by","E07000106"
"Nick Hurd","120","Ruislip, Northwood and Pinner","Conservative","1375","3552","2413","http://sexymp.co.uk/mp/310.jpg","M","E14000906","65681","Ruislip, Northwood and Pinner","England","258000","127850","130150","1597","788.5","808.5","15.5","9.5","26.5","6.2","446.35","527.1","377.85","4.1","2.5","6.699999999999999","overlapped_by (calculated average)","E09000015,E09000017"
"Anas Sarwar","121","Glasgow Central","Labour","1489","3536","2892","http://sexymp.co.uk/mp/526.jpg","M","S14000029","14425","Glasgow Central","Scotland","598800","290600","308300","6403","3201","3202","45","33","71","10.7","840.5","1080.6","661.7","5.9","4.3","9.2","covered_by","S12000046"
"Jon Ashworth","122","Leicester South","Labour","1517","3070","2630","http://sexymp.co.uk/mp/17.jpg","M","E14000783","65604","Leicester South","England","329600","163100","166600","2330","1185","1145","40","28","0","7.1","595.4","725.4","486.7","7.5","5.3","0","covered_by","E06000016"
"Bernard Jenkin","123","Harwich and North Essex","Conservative","1415","3330","2436","http://sexymp.co.uk/mp/319.jpg","M","E14000734","65674","Harwich and North Essex","England","1396600","681800","714800","12864","6082","6782","64","46","113","9.2","499","580.6","430.9","3.9","2.8","6.9","covered_by","E10000012"
"David Lidington","124","Aylesbury","Conservative","1518","2979","2553","http://sexymp.co.uk/mp/366.jpg","M","E14000538","65739","Aylesbury","England","506600","249000","257600","3793","1863","1930","20","16","58","7.5","447.5","536","374.1","3.3","2.6","9.4","covered_by","E10000002"
"Julian Smith","125","Skipton and Ripon","Conservative","1428","3198","2393","http://sexymp.co.uk/mp/550.jpg","M","E14000928","65986","Skipton and Ripon","England","601200","296400","304800","6049","2844","3205","19","14","35","10.1","495","579.3","425.4","3.1","2.3","5.8","covered_by","E10000023"
"Owen Smith","126","Pontypridd","Labour","1479","3208","2599","http://sexymp.co.uk/mp/552.jpg","M","W07000075","66087","Pontypridd","Wales","235500","115400","120100","2054.6666666666665","1011.6666666666666","1043","11.666666666666666","9","19.333333333333332","8.933333333333332","562.9333333333334","683.5666666666666","468.79999999999995","3.4","2.6333333333333333","6","overlapped_by (calculated average)","W06000014,W06000015,W06000016"
"Edward Garnier","127","Harborough","Conservative","1503","3019","2545","http://sexymp.co.uk/mp/218.jpg","M","E14000728","65675","Harborough","England","651200","321700","329500","5455","2732","2723","22","19","41","8.4","473.7","574.1","390.8","3.2","2.7","5.9","covered_by","E10000018"
"Jamie Reed","128","Copeland","Labour","1370","4147","2816","http://sexymp.co.uk/mp/497.jpg","M","E14000647","65893","Copeland","England","499800","246100","253700","5464","2556","2908","17","10","28","10.9","556.9","633.6","488.6","3.4","2","5.5","covered_by","E10000006"
"Mike Wood","129","Batley and Spen","Labour","1538","3043","2692","http://sexymp.co.uk/mp/640.jpg","M","E14000548","65751","Batley and Spen","England","423000","208900","214100","3609","1750","1859","37","28","49","8.5","576.8","688.4","484","6.4","4.8","8.4","covered_by","E08000034"
"Douglas Alexander","130","Paisley and Renfrewshire South","Labour","1425","4063","3029","http://sexymp.co.uk/mp/9.jpg","M","S14000053","14450","Paisley and Renfrewshire South","Scotland","170700","81800","88800","1838","916","922","6","5","19","10.8","686.2","841.9","565.3","3.3","2.7","10.3","covered_by","S12000038"
"Zac Goldsmith","131","Richmond Park","Conservative","1322","4077","2533","http://sexymp.co.uk/mp/232.jpg","M","E14000896","65598","Richmond Park","England","173950","84900","89100","1091","514.5","576.5","9.5","8.5","12","6.25","432.6","525.8","358.4","3.6","3.3","4.6","overlapped_by (calculated average)","E09000021,E09000027"
"Stephen Crabb","132","Preseli Pembrokeshire","Conservative","1449","3254","2546","http://sexymp.co.uk/mp/128.jpg","M","W07000065","66102","Preseli Pembrokeshire","Wales","122600","60000","62700","1303","646","657","4","0","0","10.6","522.6","616.5","447.1","3.1","0","0","covered_by","W06000009"
"Greg Hands","133","Chelsea and Fulham","Conservative","1443","3289","2551","http://sexymp.co.uk/mp/261.jpg","M","E14000629","65818","Chelsea and Fulham","England","170350","83600","86750","875.5","446.5","429","9","7.5","17","5.1","493.6","597.6","404.9","3.6999999999999997","3.05","7.1","overlapped_by (calculated average)","E09000020,E09000013"
"Sylvia Hermon","134","North Down","Independent","1497","32902","27672","http://sexymp.co.uk/mp/283.jpg","F","N06000013","66136","North Down","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"George Freeman","135","Mid Norfolk","Conservative","1510","3063","2630","http://sexymp.co.uk/mp/211.jpg","M","E14000816","65949","Mid Norfolk","England","859400","421200","438200","8869","4295","4574","46","36","83","10.3","485.1","568","415.7","4.9","3.9","8.8","covered_by","E10000020"
"Mike Freer","136","Finchley and Golders Green","Conservative","1482","3014","2488","http://sexymp.co.uk/mp/212.jpg","M","E14000703","65938","Finchley and Golders Green","England","357500","173400","184100","2305","1038","1267","19","13","33","6.4","437.8","502","385.1","3.5","2.4","6","covered_by","E09000003"
"Jeremy Browne","137","Taunton Deane","Liberal Democrat","1455","3149","2493","http://sexymp.co.uk/mp/78.jpg","M","E14000988","65767","Taunton Deane","England","110600","53600","57000","1184","564","620","3","2","0","10.7","496.6","615.4","396.3","2.3","0","0","covered_by","E07000190"
"Thomas Docherty","138","Dunfermline and West Fife","Labour","1584","2939","2799","http://sexymp.co.uk/mp/158.jpg","M","S14000017","14414","Dunfermline and West Fife","Scotland","367400","177300","190000","3759","1824","1935","16","12","35","10.2","610","744.2","508.5","3.7","2.8","8.2","covered_by","S12000015"
"Robert Halfon","139","Harlow","Conservative","1375","3657","2542","http://sexymp.co.uk/mp/253.jpg","M","E14000729","65875","Harlow","England","1396600","681800","714800","12864","6082","6782","64","46","113","9.2","499","580.6","430.9","3.9","2.8","6.9","covered_by","E10000012"
"Joseph Johnson","140","Orpington","Conservative","1356","3652","2456","http://sexymp.co.uk/mp/323.jpg","M","E14000872","65682","Orpington","England","310600","149200","161400","2530","1159","1371","8","5","24","8.1","453.5","531.7","389","1.9","1.2","5.8","covered_by","E09000006"
"Edward Vaisey","141","Wantage","Conservative","1357","3647","2458","http://sexymp.co.uk/mp/598.jpg","M","E14001015","65638","Wantage","England","654800","324100","330700","5058","2476","2582","31","22","54","7.7","476.2","566.8","400.2","3.6","2.6","6.3","covered_by","E10000025"
"Stephen Williams","142","Bristol West","Liberal Democrat","1447","3202","2509","http://sexymp.co.uk/mp/629.jpg","M","E14000602","65574","Bristol West","England","428100","213400","214700","3290","1595","1695","20","17","45","7.7","556.2","668.5","464.2","3","2.5","6.7","covered_by","E06000023"
"John Cryer","143","Leyton and Wanstead","Labour","1601","2910","2840","http://sexymp.co.uk/mp/135.jpg","M","E14000790","66013","Leyton and Wanstead","England","270550","134750","135850","1536.5","739","797.5","20.5","10.5","36","5.7","481.1","565","417.2","4.35","2.2","7.6","overlapped_by (calculated average)","E09000031,E09000026"
"Jo Swinson","144","East Dunbartonshire","Liberal Democrat","1486","33719","28159","http://sexymp.co.uk/mp/576.jpg","F","S14000018","14415","East Dunbartonshire","Scotland","351700","170500","181250","3676.5","1833","1843.5","22.5","16.5","37","9.899999999999999","669.3","845.75","536","2.95","2.15","6.199999999999999","overlapped_by (calculated average)","S12000045,S12000046"
"Graham Jones","145","Hyndburn","Labour","1427","3475","2655","http://sexymp.co.uk/mp/326.jpg","M","E14000758","65899","Hyndburn","England","1171600","575400","596100","11676","5661","6015","74","48","116","10","579.4","683.7","490.2","5.4","3.5","8.4","covered_by","E10000017"
